fecha;hora;centenario;cordoba;la_boca;palermo
23/12/2012 00:00;1;18;12;21;s/d
28/12/2012 00:00;11;22;s/d;24;s/d
3/1/2013 00:00;8;26;s/d;26;s/d
3/1/2013 00:00;9;26;s/d;26;s/d
4/1/2013 00:00;6;21;s/d;22;s/d
5/1/2013 00:00;10;31;s/d;s/d;s/d
5/1/2013 00:00;11;31;s/d;s/d;s/d
10/1/2013 00:00;7;24;s/d;s/d;s/d
11/1/2013 00:00;9;35;s/d;s/d;s/d
11/1/2013 00:00;10;35;s/d;s/d;s/d
28/3/2013 00:00;10;18;18;19;s/d
30/3/2013 00:00;7;15;13;15;s/d
30/3/2013 00:00;14;15;15;15;s/d
1/5/2013 00:00;14;21;16;18;s/d
1/5/2013 00:00;16;20;15;18;s/d
23/11/2014 00:00;18;20;s/d;s/d;s/d
23/11/2014 00:00;22;18;s/d;s/d;s/d
24/11/2014 00:00;8;17;s/d;s/d;s/d
24/11/2014 00:00;2;17;s/d;s/d;s/d
28/11/2014 00:00;23;18;s/d;s/d;s/d
29/11/2014 00:00;11;20;s/d;s/d;s/d
